@id,n,r,id_type,gene_id,NCBI_id
0,ARPC3,uniprot:O15145,uniprot,O15145,10094
1,ARPC2,uniprot:O15144,uniprot,O15144,10109
2,MYL1,uniprot:P05976-2,uniprot,P05976-2,uniprot_P05976-2
3,MYL12B,uniprot:O14950,uniprot,O14950,103910
4,HNRNPA1,uniprot:P09651,uniprot,P09651,3178
5,HNRNPR,uniprot:O43390,uniprot,O43390,10236
6,IFIT1,uniprot:P09914,uniprot,P09914,3434
7,IFIT3,uniprot:O14879,uniprot,O14879,3437
8,HNRNPL,uniprot:P14866,uniprot,P14866,3191
9,ANK1,uniprot:P16157-5,uniprot,P16157-5,uniprot_P16157-5
10,ITGAM,uniprot:P11215,uniprot,P11215,3684
11,ITGB6,uniprot:P18564,uniprot,P18564,3694
12,ITGB1,uniprot:P05556,uniprot,P05556,3688
13,RPL17,uniprot:P18621,uniprot,P18621,6139
14,RPL7,uniprot:P18124,uniprot,P18124,6129
15,HNRNPA2B1,uniprot:P22626,uniprot,P22626,3181
16,RPS3,uniprot:P23396,uniprot,P23396,6188
17,RPS12,uniprot:P25398,uniprot,P25398,6206
18,RPLP0,uniprot:P05388,uniprot,P05388,6175
19,ATP5F1A,uniprot:P25705,uniprot,P25705,498
20,ATP5F1B,uniprot:P06576,uniprot,P06576,506
21,PTBP1,uniprot:P26599,uniprot,P26599,5725
22,RPL10,uniprot:P27635,uniprot,P27635,6134
23,HNRNPH1,uniprot:P31943,uniprot,P31943,3187
24,RPL9,uniprot:P32969,uniprot,P32969,6133
25,MCM4,uniprot:P33991,uniprot,P33991,4173
26,MCM3,uniprot:P25205,uniprot,P25205,4172
27,MCM5,uniprot:P33992,uniprot,P33992,4174
28,MCM7,uniprot:P33993,uniprot,P33993,4176
29,ETFB,uniprot:P38117,uniprot,P38117,2109
30,ETFA,uniprot:P13804,uniprot,P13804,2108
31,RPS19,uniprot:P39019,uniprot,P39019,6223
32,RPL3,uniprot:P39023,uniprot,P39023,6122
33,DDOST,uniprot:P39656,uniprot,P39656,1650
34,RPN2,uniprot:P04844,uniprot,P04844,6185
35,RPL13A,uniprot:P40429,uniprot,P40429,23521
36,RPS27,uniprot:P42677,uniprot,P42677,6232
37,RPL35,uniprot:P42766,uniprot,P42766,11224
38,MATR3,uniprot:P43243,uniprot,P43243,9782
39,RPL27A,uniprot:P46776,uniprot,P46776,6157
40,RPL5,uniprot:P46777,uniprot,P46777,6125
41,RPL21,uniprot:P46778,uniprot,P46778,6144
42,RPL28,uniprot:P46779,uniprot,P46779,6158
43,RPS5,uniprot:P46782,uniprot,P46782,6193
44,RPS10,uniprot:P46783,uniprot,P46783,6204
45,ATP5PO,uniprot:P48047,uniprot,P48047,539
46,RPL34,uniprot:P49207,uniprot,P49207,6164
47,MCM2,uniprot:P49736,uniprot,P49736,4171
48,ARPC4,uniprot:P59998,uniprot,P59998,10093
49,MYL6,uniprot:P60660,uniprot,P60660,4637
50,RPS20,uniprot:P60866,uniprot,P60866,6224
51,ACTR3,uniprot:P61158,uniprot,P61158,10096
52,ACTR2,uniprot:P61160,uniprot,P61160,10097
53,RPS3A,uniprot:P61247,uniprot,P61247,6189
54,RPL26,uniprot:P61254,uniprot,P61254,6154
55,RPL15,uniprot:P61313,uniprot,P61313,6138
56,RPL27,uniprot:P61353,uniprot,P61353,6155
57,HNRNPK,uniprot:P61978-3,uniprot,P61978-3,uniprot_P61978-3
58,RPS7,uniprot:P62081,uniprot,P62081,6201
59,RPS8,uniprot:P62241,uniprot,P62241,6202
60,RPS15A,uniprot:P62244,uniprot,P62244,6210
61,RPS16,uniprot:P62249,uniprot,P62249,6217
62,RPS14,uniprot:P62263,uniprot,P62263,6208
63,RPS18,uniprot:P62269,uniprot,P62269,6222
64,RPS29,uniprot:P62273,uniprot,P62273,6235
65,RPS13,uniprot:P62277,uniprot,P62277,6207
66,RPS11,uniprot:P62280,uniprot,P62280,6205
67,RPL7A,uniprot:P62424,uniprot,P62424,6130
68,RPS4X,uniprot:P62701,uniprot,P62701,6191
69,RPL23A,uniprot:P62750,uniprot,P62750,6147
70,RPS6,uniprot:P62753,uniprot,P62753,6194
71,RPL23,uniprot:P62829,uniprot,P62829,9349
72,RPS24,uniprot:P62847,uniprot,P62847,6229
73,RPS25,uniprot:P62851,uniprot,P62851,6230
74,RPS26,uniprot:P62854,uniprot,P62854,6231
75,FAU,uniprot:P62861,uniprot,P62861,uniprot_P62861
76,RPL10A,uniprot:P62906,uniprot,P62906,4736
77,RPL11,uniprot:P62913,uniprot,P62913,6135
78,RPL8,uniprot:P62917,uniprot,P62917,6132
79,RACK1,uniprot:P63244,uniprot,P63244,10399
80,ACTC1,uniprot:P68032,uniprot,P68032,70
81,ACTB,uniprot:P60709,uniprot,P60709,60
82,ERH,uniprot:P84090,uniprot,P84090,2079
83,RPL19,uniprot:P84098,uniprot,P84098,6143
84,RPL18A,uniprot:Q02543,uniprot,Q02543,6142
85,RPL6,uniprot:Q02878,uniprot,Q02878,6128
86,SRSF1,uniprot:Q07955,uniprot,Q07955,6426
87,DDX39B,uniprot:Q13838,uniprot,Q13838,7919
88,FHL2,uniprot:Q14192,uniprot,Q14192,2274
89,NNMT,uniprot:P40261,uniprot,P40261,4837
90,MCM6,uniprot:Q14566,uniprot,Q14566,4175
91,ELAVL1,uniprot:Q15717,uniprot,Q15717,1994
92,HIST2H2AA3,uniprot:Q6FI13,uniprot,Q6FI13,723790
93,HIST2H2BF,uniprot:Q5QNW6-2,uniprot,Q5QNW6-2,uniprot_Q5QNW6-2
94,CAVIN1,uniprot:Q6NZI2,uniprot,Q6NZI2,284119
95,NCAPG,uniprot:Q9BPX3,uniprot,Q9BPX3,64151
96,NCAPD2,uniprot:Q15021,uniprot,Q15021,9918
97,SMC4,uniprot:Q9NTJ3,uniprot,Q9NTJ3,10051
98,AP3M1,uniprot:Q9Y2T2,uniprot,Q9Y2T2,26985
99,AP3B1,uniprot:O00203,uniprot,O00203,8546
100,AP3D1,uniprot:O14617-5,uniprot,O14617-5,uniprot_O14617-5
101,ARPC1B,uniprot:O15143,uniprot,O15143,10095
102,ARPC5,uniprot:O15511,uniprot,O15511,10092
103,GLS,uniprot:O94925-3,uniprot,O94925-3,uniprot_O94925-3
104,RPN1,uniprot:P04843,uniprot,P04843,6184
105,HNRNPC,uniprot:P07910-2,uniprot,P07910-2,uniprot_P07910-2
106,RPSA,uniprot:P08865,uniprot,P08865,3921
107,SSB,uniprot:P05455,uniprot,P05455,6741
108,SNRNP70,uniprot:P08621,uniprot,P08621,6625
109,RPS2,uniprot:P15880,uniprot,P15880,6187
110,RPL35A,uniprot:P18077,uniprot,P18077,6165
111,RPLP1,uniprot:P05386,uniprot,P05386,6176
112,ATP5PB,uniprot:P24539,uniprot,P24539,515
113,PSMA2,uniprot:P25787,uniprot,P25787,5683
114,PSMA1,uniprot:P25786,uniprot,P25786,5682
115,PSMA3,uniprot:P25788-2,uniprot,P25788-2,uniprot_P25788-2
116,PSMA7,uniprot:O14818,uniprot,O14818,5688
117,PSMA4,uniprot:P25789,uniprot,P25789,5685
118,RPL13,uniprot:P26373,uniprot,P26373,6137
119,PSMA5,uniprot:P28066,uniprot,P28066,5686
120,RPL12,uniprot:P30050,uniprot,P30050,6136
121,UQCRC1,uniprot:P31930,uniprot,P31930,7384
122,UQCRC2,uniprot:P22695,uniprot,P22695,7385
123,MYH9,uniprot:P35579,uniprot,P35579,4627
124,RPL4,uniprot:P36578,uniprot,P36578,6124
125,RBMX,uniprot:P38159,uniprot,P38159,27316
126,CCT6A,uniprot:P40227,uniprot,P40227,908
127,TCP1,uniprot:P17987,uniprot,P17987,6950
128,EGFR,uniprot:P00533,uniprot,P00533,1956
129,PSMC4,uniprot:P43686,uniprot,P43686,5704
130,PSMC2,uniprot:P35998,uniprot,P35998,5701
131,RPS9,uniprot:P46781,uniprot,P46781,6203
132,RPL29,uniprot:P47914,uniprot,P47914,6159
133,CCT5,uniprot:P48643,uniprot,P48643,22948
134,CCT3,uniprot:P49368,uniprot,P49368,7203
135,RPL14,uniprot:P50914,uniprot,P50914,9045
136,CCT8,uniprot:P50990,uniprot,P50990,10694
137,CCT4,uniprot:P50991,uniprot,P50991,10575
138,HNRNPM,uniprot:P52272,uniprot,P52272,4670
139,HNRNPF,uniprot:P52597,uniprot,P52597,3185
140,HADHB,uniprot:P55084,uniprot,P55084,3032
141,HADHA,uniprot:P40939,uniprot,P40939,3030
142,ATP5MF,uniprot:P56134,uniprot,P56134,9551
143,PSMA6,uniprot:P60900,uniprot,P60900,5687
144,S100A10,uniprot:P60903,uniprot,P60903,6281
145,PSMC1,uniprot:P62191,uniprot,P62191,5700
146,PSMC5,uniprot:P62195,uniprot,P62195,5705
147,RPS23,uniprot:P62266,uniprot,P62266,6228
148,SNRPE,uniprot:P62304,uniprot,P62304,6635
149,SNRPF,uniprot:P62306,uniprot,P62306,6636
150,SNRPG,uniprot:P62308,uniprot,P62308,6637
151,SNRPD2,uniprot:P62316,uniprot,P62316,6633
152,SNRPD3,uniprot:P62318-2,uniprot,P62318-2,uniprot_P62318-2
153,EIF2S1,uniprot:P05198,uniprot,P05198,1965
154,HIST1H4A,uniprot:P62805,uniprot,P62805,554313
155,HIST1H2BO,uniprot:P23527,uniprot,P23527,8348
156,RPS28,uniprot:P62857,uniprot,P62857,6234
157,RPL30,uniprot:P62888,uniprot,P62888,6156
158,RPL31,uniprot:P62899,uniprot,P62899,6160
159,TRA2B,uniprot:P62995,uniprot,P62995,6434
160,RPL38,uniprot:P63173,uniprot,P63173,6169
161,RPS21,uniprot:P63220,uniprot,P63220,6227
162,TUBA1B,uniprot:P68363,uniprot,P68363,10376
163,TUBB,uniprot:P07437,uniprot,P07437,203068
164,CCT2,uniprot:P78371,uniprot,P78371,10576
165,SRSF3,uniprot:P84103-2,uniprot,P84103-2,uniprot_P84103-2
166,U2AF1,uniprot:Q01081,uniprot,Q01081,102724594
167,RPL18,uniprot:Q07020,uniprot,Q07020,6141
168,STX4,uniprot:Q12846,uniprot,Q12846,6810
169,STXBP3,uniprot:O00186,uniprot,O00186,6814
170,ILF2,uniprot:Q12905,uniprot,Q12905,3608
171,ILF3,uniprot:Q12906-7,uniprot,Q12906-7,uniprot_Q12906-7
172,TARDBP,uniprot:Q13148,uniprot,Q13148,23435
173,HNRNPA0,uniprot:Q13151,uniprot,Q13151,10949
174,PSMD2,uniprot:Q13200,uniprot,Q13200,5708
175,PSMD11,uniprot:O00231,uniprot,O00231,5717
176,NMI,uniprot:Q13287,uniprot,Q13287,9111
177,IFI35,uniprot:P80217-2,uniprot,P80217-2,uniprot_P80217-2
178,EIF3I,uniprot:Q13347,uniprot,Q13347,8668
179,SPTAN1,uniprot:Q13813-2,uniprot,Q13813-2,uniprot_Q13813-2
180,NCAPH,uniprot:Q15003,uniprot,Q15003,23397
181,SMC2,uniprot:O95347,uniprot,O95347,10592
182,DPYSL2,uniprot:Q16555,uniprot,Q16555,1808
183,DPYSL3,uniprot:Q14195-2,uniprot,Q14195-2,uniprot_Q14195-2
184,ACTBL2,uniprot:Q562R1,uniprot,Q562R1,345651
185,H2AFV,uniprot:Q71UI9,uniprot,Q71UI9,94239
186,ALYREF,uniprot:Q86V81,uniprot,Q86V81,10189
187,KRT78,uniprot:Q8N1N4,uniprot,Q8N1N4,196374
188,KPRP,uniprot:Q5T749,uniprot,Q5T749,448834
189,CTNNBL1,uniprot:Q8WYA6,uniprot,Q8WYA6,56259
190,TAF15,uniprot:Q92804-2,uniprot,Q92804-2,uniprot_Q92804-2
191,RBM14,uniprot:Q96PK6,uniprot,Q96PK6,10432
192,PSMD1,uniprot:Q99460,uniprot,Q99460,5707
193,CCT7,uniprot:Q99832,uniprot,Q99832,10574
194,IGF2BP1,uniprot:Q9NZI8,uniprot,Q9NZI8,10642
195,IGF2BP3,uniprot:O00425,uniprot,O00425,10643
196,RPL36,uniprot:Q9Y3U8,uniprot,Q9Y3U8,25873
197,NDUFB9,uniprot:Q9Y6M9,uniprot,Q9Y6M9,4715
198,NDUFV1,uniprot:P49821-2,uniprot,P49821-2,uniprot_P49821-2
199,PSMD12,uniprot:O00232,uniprot,O00232,5718
200,PSMD14,uniprot:O00487,uniprot,O00487,10213
201,NDUFA2,uniprot:O43678,uniprot,O43678,4695
202,NDUFB3,uniprot:O43676,uniprot,O43676,4709
203,NDUFS5,uniprot:O43920,uniprot,O43920,4725
204,SYNCRIP,uniprot:O60506,uniprot,O60506,10492
205,ATP5PD,uniprot:O75947,uniprot,O75947,10476
206,S100A9,uniprot:P06702,uniprot,P06702,6280
207,S100A8,uniprot:P05109,uniprot,P05109,6279
208,PDHB,uniprot:P11177,uniprot,P11177,5162
209,PDHA1,uniprot:P08559-4,uniprot,P08559-4,uniprot_P08559-4
210,NUDT21,uniprot:O43809,uniprot,O43809,11051
211,NDUFB7,uniprot:P17568,uniprot,P17568,4713
212,COX5A,uniprot:P20674,uniprot,P20674,9377
213,COX4I1,uniprot:P13073,uniprot,P13073,1327
214,GART,uniprot:P22102,uniprot,P22102,2618
215,ITGA6,uniprot:P23229-3,uniprot,P23229-3,uniprot_P23229-3
216,ANPEP,uniprot:P15144,uniprot,P15144,290
217,SFPQ,uniprot:P23246,uniprot,P23246,6421
218,PFDN6,uniprot:O15212,uniprot,O15212,10471
219,PSMB1,uniprot:P20618,uniprot,P20618,5689
220,EEF1B2,uniprot:P24534,uniprot,P24534,1933
221,U2AF2,uniprot:P26368-2,uniprot,P26368-2,uniprot_P26368-2
222,EIF3D,uniprot:O15371,uniprot,O15371,8664
223,PSMC3,uniprot:P17980,uniprot,P17980,5702
224,MDH2,uniprot:P40926,uniprot,P40926,4191
225,DLD,uniprot:P09622,uniprot,P09622,1738
226,EIF2S3,uniprot:P41091,uniprot,P41091,1968
227,PSMD8,uniprot:P48556,uniprot,P48556,5714
228,PSMB3,uniprot:P49720,uniprot,P49720,5691
229,PSMB2,uniprot:P49721,uniprot,P49721,5690
230,NDUFS1,uniprot:P28331,uniprot,P28331,4719
231,SULT1A1,uniprot:P50225,uniprot,P50225,6817
232,GCA,uniprot:P28676,uniprot,P28676,25801
233,PSMD7,uniprot:P51665,uniprot,P51665,5713
234,HNRNPA3,uniprot:P51991,uniprot,P51991,220988
235,CAPZA1,uniprot:P52907,uniprot,P52907,829
236,CAPZB,uniprot:P47756-2,uniprot,P47756-2,uniprot_P47756-2
237,PSMD4,uniprot:P55036,uniprot,P55036,5710
238,EIF3B,uniprot:P55884-2,uniprot,P55884-2,uniprot_P55884-2
239,RPLP2,uniprot:P05387,uniprot,P05387,6181
240,EEF2,uniprot:P13639,uniprot,P13639,1938
241,PSME3,uniprot:P61289,uniprot,P61289,10197
242,VBP1,uniprot:P61758,uniprot,P61758,7411
243,SNRPD1,uniprot:P62314,uniprot,P62314,6632
244,PSMC6,uniprot:P62333,uniprot,P62333,5706
245,ETF1,uniprot:P62495,uniprot,P62495,2107
246,RPS15,uniprot:P62841,uniprot,P62841,6209
247,EEF1A1,uniprot:P68104,uniprot,P68104,1915
248,TUBB4B,uniprot:P68371,uniprot,P68371,10383
249,HIST1H3A,uniprot:P68431,uniprot,P68431,8968
250,HNRNPU,uniprot:Q00839,uniprot,Q00839,3192
251,AKAP12,uniprot:Q02952,uniprot,Q02952,9590
252,CALD1,uniprot:Q05682-5,uniprot,Q05682-5,uniprot_Q05682-5
253,KHDRBS1,uniprot:Q07666,uniprot,Q07666,10657
254,DHX9,uniprot:Q08211,uniprot,Q08211,1660
255,HNRNPH3,uniprot:P31942-2,uniprot,P31942-2,uniprot_P31942-2
256,KPNB1,uniprot:Q14974,uniprot,Q14974,3837
257,NONO,uniprot:Q15233,uniprot,Q15233,4841
258,PCBP1,uniprot:Q15365,uniprot,Q15365,5093
259,SEPT7,uniprot:Q16181,uniprot,Q16181,989
260,SRSF7,uniprot:Q16629-3,uniprot,Q16629-3,uniprot_Q16629-3
261,CPSF6,uniprot:Q16630-2,uniprot,Q16630-2,uniprot_Q16630-2
262,EIF3M,uniprot:Q7L2H7,uniprot,Q7L2H7,10480
263,NDUFA11,uniprot:Q86Y39,uniprot,Q86Y39,126328
264,NDUFB8,uniprot:O95169-3,uniprot,O95169-3,uniprot_O95169-3
265,KHSRP,uniprot:Q92945,uniprot,Q92945,8570
266,FUBP1,uniprot:Q96AE4,uniprot,Q96AE4,8880
267,PFDN5,uniprot:Q99471,uniprot,Q99471,5204
268,PHB2,uniprot:Q99623,uniprot,Q99623,11331
269,PHB,uniprot:P35232,uniprot,P35232,5245
270,MECR,uniprot:Q9BV79,uniprot,Q9BV79,51102
271,SDHB,uniprot:P21912,uniprot,P21912,6390
272,MICOS10,uniprot:Q5TGZ0,uniprot,Q5TGZ0,440574
273,SRRT,uniprot:Q9BXP5-4,uniprot,Q9BXP5-4,uniprot_Q9BXP5-4
274,KIF15,uniprot:Q9NS87,uniprot,Q9NS87,56992
275,SEPT11,uniprot:Q9NVA2,uniprot,Q9NVA2,55752
276,NDUFA13,uniprot:Q9P0J0,uniprot,Q9P0J0,51079
277,NDUFS8,uniprot:O00217,uniprot,O00217,4728
278,NDUFB6,uniprot:O95139,uniprot,O95139,4712
279,NDUFA12,uniprot:Q9UI09,uniprot,Q9UI09,55967
280,PRPF19,uniprot:Q9UMS4,uniprot,Q9UMS4,27339
281,RUVBL1,uniprot:Q9Y265,uniprot,Q9Y265,8607
282,CHTOP,uniprot:Q9Y3Y2-4,uniprot,Q9Y3Y2-4,uniprot_Q9Y3Y2-4
283,SAP18,uniprot:O00422,uniprot,O00422,10284
284,NDUFS4,uniprot:O43181,uniprot,O43181,4724
285,NACA,uniprot:E9PAV3,uniprot,E9PAV3,4666
286,NDUFS7,uniprot:O75251,uniprot,O75251,374291
287,ATP5MG,uniprot:O75964,uniprot,O75964,10632
288,NDUFA3,uniprot:O95167,uniprot,O95167,4696
289,EIF3G,uniprot:O75821,uniprot,O75821,8666
290,RHOC,uniprot:P08134,uniprot,P08134,389
291,PFN1,uniprot:P07737,uniprot,P07737,5216
292,HSP90AB1,uniprot:P08238,uniprot,P08238,3326
293,HSP90AA1,uniprot:P07900-2,uniprot,P07900-2,uniprot_P07900-2
294,HSPA5,uniprot:P11021,uniprot,P11021,3309
295,UTS2,uniprot:O95399,uniprot,O95399,10911
296,COX6C,uniprot:P09669,uniprot,P09669,1345
297,COX7A2,uniprot:P14406,uniprot,P14406,1347
298,MT-CO2,uniprot:P00403,uniprot,P00403,4513
299,UQCRB,uniprot:P14927,uniprot,P14927,7381
300,UQCRQ,uniprot:O14949,uniprot,O14949,27089
301,PABPC1,uniprot:P11940,uniprot,P11940,26986
302,EIF3F,uniprot:O00303,uniprot,O00303,8665
303,PFDN1,uniprot:O60925,uniprot,O60925,5201
304,EEF1G,uniprot:P26641,uniprot,P26641,1937
305,CALR,uniprot:P27797,uniprot,P27797,811
306,P4HB,uniprot:P07237,uniprot,P07237,5034
307,NME2,uniprot:P22392-2,uniprot,P22392-2,uniprot_P22392-2
308,STIP1,uniprot:P31948,uniprot,P31948,10963
309,RPL22,uniprot:P35268,uniprot,P35268,6146
310,EEF1D,uniprot:P29692-2,uniprot,P29692-2,uniprot_P29692-2
311,RFC5,uniprot:P40937,uniprot,P40937,5985
312,NAA10,uniprot:P41227,uniprot,P41227,8260
313,UQCRFS1,uniprot:P47985,uniprot,P47985,7386
314,PRIM2,uniprot:P49643,uniprot,P49643,5558
315,POLA1,uniprot:P09884,uniprot,P09884,5422
316,ATP5ME,uniprot:P56385,uniprot,P56385,521
317,EIF4A1,uniprot:P60842,uniprot,P60842,1973
318,CDC42,uniprot:P60953,uniprot,P60953,998
319,NPC2,uniprot:P61916,uniprot,P61916,10577
320,GM2A,uniprot:P17900,uniprot,P17900,2760
321,LSM3,uniprot:P62310,uniprot,P62310,27258
322,RAN,uniprot:P62826,uniprot,P62826,5901
323,YWHAZ,uniprot:P63104,uniprot,P63104,7534
324,TPM3,uniprot:P06753-2,uniprot,P06753-2,uniprot_P06753-2
325,RPL24,uniprot:P83731,uniprot,P83731,6152
326,DHX15,uniprot:O43143,uniprot,O43143,1665
327,SNRPA,uniprot:P09012,uniprot,P09012,6626
328,SF3A3,uniprot:Q12874,uniprot,Q12874,10946
329,SF3B1,uniprot:O75533,uniprot,O75533,23451
330,AIMP1,uniprot:Q12904,uniprot,Q12904,9255
331,UBE2L6,uniprot:O14933,uniprot,O14933,9246
332,RAB32,uniprot:Q13637,uniprot,Q13637,10981
333,VCL,uniprot:P18206-2,uniprot,P18206-2,uniprot_P18206-2
334,POLA2,uniprot:Q14181,uniprot,Q14181,23649
335,SEPT2,uniprot:Q15019,uniprot,Q15019,4735
336,EXOSC7,uniprot:Q15024,uniprot,Q15024,23016
337,TMED2,uniprot:Q15363,uniprot,Q15363,10959
338,TMED10,uniprot:P49755,uniprot,P49755,10972
339,SAFB,uniprot:Q15424-4,uniprot,Q15424-4,uniprot_Q15424-4
340,SF3A1,uniprot:Q15459,uniprot,Q15459,10291
341,UBE2V2,uniprot:Q15819,uniprot,Q15819,7336
342,ADRM1,uniprot:Q16186,uniprot,Q16186,11047
343,RBBP7,uniprot:Q16576,uniprot,Q16576,5931
344,NDUFA5,uniprot:Q16718,uniprot,Q16718,4698
345,NDUFS3,uniprot:O75489,uniprot,O75489,4722
346,NDUFV2,uniprot:P19404,uniprot,P19404,4729
347,NDUFA8,uniprot:P51970,uniprot,P51970,4702
348,HSP90AB2P,uniprot:Q58FF8,uniprot,Q58FF8,uniprot_Q58FF8
349,OXLD1,uniprot:Q5BKU9,uniprot,Q5BKU9,339229
350,MYO1G,uniprot:B0I1T2,uniprot,B0I1T2,64005
351,LAMTOR1,uniprot:Q6IAA8,uniprot,Q6IAA8,55004
352,LAMTOR4,uniprot:Q0VGL1,uniprot,Q0VGL1,389541
353,PRPF8,uniprot:Q6P2Q9,uniprot,Q6P2Q9,10594
354,SNRNP200,uniprot:O75643,uniprot,O75643,23020
355,PABPN1,uniprot:Q86U42-2,uniprot,Q86U42-2,uniprot_Q86U42-2
356,RTTN,uniprot:Q86VV8,uniprot,Q86VV8,25914
357,TMEM256,uniprot:Q8N2U0,uniprot,Q8N2U0,254863
358,NUP133,uniprot:Q8WUM0,uniprot,Q8WUM0,55746
359,NUP107,uniprot:P57740,uniprot,P57740,57122
360,SF1,uniprot:Q15637-6,uniprot,Q15637-6,uniprot_Q15637-6
361,RPL36AL,uniprot:Q969Q0,uniprot,Q969Q0,6166
362,ATP5MD,uniprot:Q96IX5,uniprot,Q96IX5,84833
363,VPS35,uniprot:Q96QK1,uniprot,Q96QK1,55737
364,VPS26A,uniprot:O75436,uniprot,O75436,9559
365,PSMB7,uniprot:Q99436,uniprot,Q99436,5695
366,PSMB6,uniprot:P28072,uniprot,P28072,5694
367,GINS4,uniprot:Q9BRT9,uniprot,Q9BRT9,84296
368,LIMD2,uniprot:Q9BT23,uniprot,Q9BT23,80774
369,GRAP,uniprot:Q13588,uniprot,Q13588,10750
370,CBR4,uniprot:Q8N4T8,uniprot,Q8N4T8,84869
371,SDHC,uniprot:Q99643,uniprot,Q99643,6391
372,DMAC2L,uniprot:Q99766,uniprot,Q99766,27109
373,TMED9,uniprot:Q9BVK6,uniprot,Q9BVK6,54732
374,API5,uniprot:Q9BZZ5-2,uniprot,Q9BZZ5-2,uniprot_Q9BZZ5-2
375,MRPL18,uniprot:Q9H0U6,uniprot,Q9H0U6,29074
376,MRPL4,uniprot:Q9BYD3,uniprot,Q9BYD3,51073
377,VPS16,uniprot:Q9H269,uniprot,Q9H269,64601
378,VPS33A,uniprot:Q96AX1,uniprot,Q96AX1,65082
379,MBNL1,uniprot:Q9NR56,uniprot,Q9NR56,4154
380,IARS2,uniprot:Q9NSE4,uniprot,Q9NSE4,55699
381,NDUFC2,uniprot:O95298,uniprot,O95298,4718
382,TMEM14C,uniprot:Q9P0S9,uniprot,Q9P0S9,51522
383,COPG2,uniprot:Q9UBF2,uniprot,Q9UBF2,26958
384,CTPS2,uniprot:Q9NRF8,uniprot,Q9NRF8,56474
385,BIN2,uniprot:Q9UBW5,uniprot,Q9UBW5,51411
386,BTK,uniprot:Q06187,uniprot,Q06187,695
387,PFDN2,uniprot:Q9UHV9,uniprot,Q9UHV9,5202
388,PPP1R9A,uniprot:Q9ULJ8-5,uniprot,Q9ULJ8-5,uniprot_Q9ULJ8-5
389,PA2G4,uniprot:Q9UQ80,uniprot,Q9UQ80,5036
390,EIF3L,uniprot:Q9Y262,uniprot,Q9Y262,51386
391,RUVBL2,uniprot:Q9Y230,uniprot,Q9Y230,10856
392,NUDC,uniprot:Q9Y266,uniprot,Q9Y266,10726
393,SF3B6,uniprot:Q9Y3B4,uniprot,Q9Y3B4,51639
394,LRRFIP2,uniprot:Q9Y608,uniprot,Q9Y608,9209
395,ITPR1,uniprot:Q14643-4,uniprot,Q14643-4,uniprot_Q14643-4
396,IGF2BP2,uniprot:Q9Y6M1-1,uniprot,Q9Y6M1-1,uniprot_Q9Y6M1-1
397,IMPDH2,uniprot:P12268,uniprot,P12268,3615
398,SNRPB,uniprot:P14678,uniprot,P14678,6628
399,COX7C,uniprot:P15954,uniprot,P15954,1350
400,PSMD3,uniprot:O43242,uniprot,O43242,5709
401,HIBADH,uniprot:P31937,uniprot,P31937,11112
402,SDHD,uniprot:O14521-2,uniprot,O14521-2,uniprot_O14521-2
403,HSPA4,uniprot:P34932,uniprot,P34932,3308
404,ATP5F1C,uniprot:P36542,uniprot,P36542,509
405,RFC3,uniprot:P40938,uniprot,P40938,5983
406,EIF2S2,uniprot:P20042,uniprot,P20042,8894
407,TUFM,uniprot:P49411,uniprot,P49411,7284
408,PPOX,uniprot:P50336,uniprot,P50336,5498
409,HSPA8,uniprot:P11142,uniprot,P11142,3312
410,MAGOH,uniprot:P61326,uniprot,P61326,4116
411,CTPS1,uniprot:P17812,uniprot,P17812,1503
412,BTF3,uniprot:P20290,uniprot,P20290,689
413,SUMO1,uniprot:P63165,uniprot,P63165,7341
414,EIF3E,uniprot:P60228,uniprot,P60228,3646
415,TIAL1,uniprot:Q01085-2,uniprot,Q01085-2,uniprot_Q01085-2
416,CAP1,uniprot:Q01518-2,uniprot,Q01518-2,uniprot_Q01518-2
417,EWSR1,uniprot:Q01844-6,uniprot,Q01844-6,uniprot_Q01844-6
418,OGDH,uniprot:Q02218,uniprot,Q02218,4967
419,BDH1,uniprot:Q02338,uniprot,Q02338,622
420,ALDH6A1,uniprot:Q02252,uniprot,Q02252,4329
421,PTPN12,uniprot:Q05209,uniprot,Q05209,5782
422,VASP,uniprot:P50552,uniprot,P50552,7408
423,SRSF2,uniprot:Q01130,uniprot,Q01130,6427
424,TRAP1,uniprot:Q12931,uniprot,Q12931,10131
425,SHMT2,uniprot:P34897-3,uniprot,P34897-3,uniprot_P34897-3
426,SRSF6,uniprot:Q13247-3,uniprot,Q13247-3,uniprot_Q13247-3
427,FLNB,uniprot:O75369-8,uniprot,O75369-8,uniprot_O75369-8
428,EXOSC2,uniprot:Q13868,uniprot,Q13868,23404
429,EIF3A,uniprot:Q14152,uniprot,Q14152,8661
430,TAGLN,uniprot:Q01995,uniprot,Q01995,6876
431,EIF4H,uniprot:Q15056,uniprot,Q15056,7458
432,WDR43,uniprot:Q15061,uniprot,Q15061,23160
433,RBBP4,uniprot:Q09028-3,uniprot,Q09028-3,uniprot_Q09028-3
434,PCBP2,uniprot:Q15366-2,uniprot,Q15366-2,uniprot_Q15366-2
435,SYPL1,uniprot:Q16563-2,uniprot,Q16563-2,uniprot_Q16563-2
436,SCAMP1,uniprot:O15126,uniprot,O15126,9522
437,NDUFA9,uniprot:Q16795,uniprot,Q16795,4704
438,PDS5A,uniprot:Q29RF7,uniprot,Q29RF7,23244
