@id,n,NCBI_id
1257,PHYH,5264
1258,ABI1,10006
1259,AZIN1,51582
1260,GGA3,23163
1261,ATP6V1C1,528
1262,WWP2,11060
1263,SLC30A9,10463
1264,ATP2C1,27032
1265,KIF2A,3796
1266,MYCBP2,23077
1267,CALM1,801
1268,GADD45A,1647
1269,CCDC91,55297
1270,MAP3K5,4217
1271,CYP51A1,1595
1272,AZI2,64343
1273,AUP1,550
1274,TNIP1,10318
1275,PNPLA8,50640
1276,FNDC3A,22862
1277,USP33,23032
1278,MAN1A1,4121
1279,SMPDL3A,10924
1280,CNN3,1266
1281,AKT1,207
1282,PTPN12,5782
1283,KPNA4,3840
1284,BMPR2,659
1285,PNRC1,10957
1286,YME1L1,10730
1287,HIF1A,3091
1288,YOD1,55432
1289,FOXJ3,22887
1290,MATR3,9782
1291,ARHGAP5,394
1292,SEPT7,989
1293,ACADM,34
1294,SUCO,51430
1295,FNBP1L,54874
1296,AP2S1,1175
1297,EGR3,1960
1298,JUN,3725
1299,SECISBP2L,9728
1300,PLEKHB2,55041
1301,USP15,9958
1302,RNF139,11236
1303,PDCD6IP,10015
1304,EPN1,29924
1305,EPN3,55040
1306,EPN2,22905
1307,TIPARP,25976
1308,THOC7,80145
1309,CAAP1,79886
1310,ERBIN,55914
1311,TPRG1L,127262
1312,CTBS,1486
1313,PPP2R5E,5529
1314,PPP2R5C,5527
1315,EIF1AX,1964
1316,GNG12,55970
1317,CHMP3,51652
1318,CHMP5,51510
1319,SNX16,64089
1320,SERP1,27230
1321,PGBD3,267004
1322,STAT1,6772
1323,HPLH1,27259
1324,PSMA5,5686
1325,FTH1,2495
1326,MORF4L2,9643
1327,BNIP3L,665
1328,RABGEF1,27342
1329,USP5,8078
1330,RAB1A,5861
1331,TOMM70,9868
1332,EPRS,2058
1333,EZH2,2146
1334,TBL1XR1,79718
1335,TDG,6996
1336,C1orf162,128346
1337,PHIP,55023
1338,STX12,23673
1339,CSNK2B,1460
1340,CREG1,8804
1341,JARID2,3720
1342,BMPR1A,657
1343,PSMD13,5719
1344,RB1CC1,9821
1345,ANKRD12,23253
1346,EIF1B,10289
1347,NAP1L1,4673
1348,CALCOCO2,10241
1349,BNIP3,664
1350,ATG5,9474
1351,ZNF350,59348
1352,ANXA1,301
1353,DCP2,167227
1354,PIGK,10026
1355,TP53BP2,7159
1356,GABARAPL1,23710
1357,DUSP11,8446
1358,TAX1BP1,8887
1359,TSPAN3,10099
1360,HBP1,26959
1361,TOM1L2,146691
1362,LAMTOR3,8649
1363,TM2D3,80213
1364,ZRANB1,54764
1365,CRY1,1407
1366,ZFAND6,54469
1367,CREBL2,1389
1368,LEPROT,54741
1369,CDK2AP1,8099
1370,MBIP,51562
1371,STK17B,9262
1372,RSBN1,54665
1373,MFAP3L,9848
1374,KRAS,3845
1375,SEPT10,151011
1376,ISCU,23479
1377,SOCS5,9655
1378,DDX3X,1654
1379,ENPP4,22875
1380,CSNK1G3,1456
1381,VAPA,9218
1382,TSPAN5,10098
1383,ABHD3,171586
1384,CSNK2A2,1459
1385,TWF1,5756
1386,PCGF5,84333
1387,EIF4G3,8672
1388,PPP2CB,5516
1389,C6orf62,81688
1390,MARCH11,441061
1391,MARCH10,162333
1392,ACSL1,2180
1393,DNM3,26052
1394,ARID4A,5926
1395,CD2AP,23607
1396,NCKAP1,10787
1397,PIM3,415116
1398,CHD1,1105
1399,POLI,11201
1400,SRP19,6728
1401,PTS,5805
1402,TXNL1,9352
1403,RAB7A,7879
1404,PIKFYVE,200576
1405,ARPC3,10094
1406,DCUN1D4,23142
1407,EIF4E,1977
1408,PEX3,8504
1409,LEPROTL1,23484
1410,TAF1,6872
1411,SLC25A48,153328
1412,GCH1,2643
1413,ITM2B,9445
1414,RNF125,54941
1415,ACTR3,10096
1416,BTBD3,22903
1417,AASDHPPT,60496
1418,ARMC8,25852
1419,GNAI1,2770
1420,TNPO2,30000
1421,TMED5,50999
1422,TBK1,29110
1423,SYVN1,84447
1424,NFKB1,4790
1425,MAPK8,5599
1426,SNRNP70,6625
1427,RAP2C,57826
1428,ASH1L,55870
1429,GGA1,26088
1430,GGA2,23062
1431,TCEAL4,79921
1432,TRPS1,7227
1433,ADH5,128
1434,PAIP1,10605
1435,STAMBPL1,57559
1436,KCTD3,51133
1437,CD55,1604
1438,RIPK1,8737
1439,ELF2,1998
1440,HIST1H2AC,8334
1441,YWHAQ,10971
1442,UBQLN4,56893
1443,CCDC127,133957
1444,TANK,10010
1445,PGRMC2,10424
1446,TRAF6,7189
1447,PDIA3,2923
1448,GTF2H4,2968
1449,TNF,7124
1450,TVP23B,51030
1451,NDEL1,81565
1452,USPL1,10208
1453,MXI1,4601
1454,RNF168,165918
1455,TXNDC11,51061
1456,PTPRC,5788
1457,G3BP2,9908
1458,RYK,6259
1459,SUMO4,387082
1460,TYK2,7297
1461,NCBP2,22916
1462,NPC2,10577
1463,ZSWIM6,57688
1464,WDR7,23335
1465,SLC38A6,145389
1466,C2CD5,9847
1467,FXR1,8087
1468,PIK3C3,5289
1469,FAM172A,83989
1470,TRAPPC8,22878
1471,GTF2F2,2963
1472,LITAF,9516
1473,SPPL2A,84888
1474,HSD17B12,51144
1475,HSD17B11,51170
1476,PNISR,25957
1477,HSP90B1,7184
1478,TPK1,27010
1479,GPR137B,7107
1480,BAZ2B,29994
1481,IFIT1,3434
1482,UFSP2,55325
1483,BRIP1,83990
1484,XPOT,11260
1485,GRN,2896
1486,PLXNC1,10154
1487,MTCH1,23787
1488,PPP2R5A,5525
1489,SLC38A1,81539
1490,IGF2R,3482
1491,LHFPL2,10184
1492,NCOA1,8648
1493,TNFSF10,8743
1494,SMC3,9126
1495,NR2F1,7025
1496,SMC4,10051
1497,NR2F2,7026
1498,AP3D1,8943
1499,SETX,23064
1500,PRADC1,84279
1501,ZNF83,55769
1502,RAB11FIP2,22841
1503,ZNF638,27332
1504,MAPRE1,22919
1505,FGL2,10875
1506,AP1S2,8905
1507,FMR1,2332
1508,SGMS1,259230
1509,GYG1,2992
1510,DPYD,1806
1511,PSMC2,5701
1512,FOLH1,2346
1513,DMXL2,23312
1514,EXOC1,55763
1515,MTUS1,57509
1516,RAB29,8934
1517,ANKFY1,51479
1518,HEXB,3074
1519,OSBPL8,114882
1520,ACBD3,64746
1521,ATP6V0E1,8992
1522,VRK2,7444
1523,CMTM6,54918
1524,TRIM13,10206
1525,FRYL,285527
1526,PKP4,8502
1527,NAALAD2,10003
1528,RBM47,54502
1529,GINM1,116254
1530,NABP1,64859
1531,SCGB1D1,10648
1532,RAB5A,5868
1533,RGS2,5997
1534,REV3L,5980
1535,EDEM3,80267
1536,SERPINI1,5274
1537,CEP350,9857
1538,GATAD1,57798
1539,CYB5R4,51167
1540,SNX6,58533
1541,IL10RB,3588
1542,SNX4,8723
1543,MTDH,92140
1544,GCA,25801
1545,NLRP2B,286430
1546,MANSC1,54682
1547,HACD2,201562
1548,HDGFL3,50810
1549,DOP1A,23033
1550,MEF2A,4205
1551,KDM3A,55818
1552,SSB,6741
1553,APIP,51074
1554,TMEM135,65084
1555,CNBP,7555
1556,CBX7,23492
1557,TMEM165,55858
1558,COL4A3BP,10087
1559,ALCAM,214
1560,LYST,1130
1561,PPP1R12A,4659
1562,MTMR10,54893
1563,TET2,54790
1564,LAMP2,3920
1565,LAMP1,3916
1566,BBX,56987
1567,LRRFIP1,9208
1568,STX3,6809
1569,ARHGEF10,9639
1570,VMP1,81671
1571,PTK2,5747
1572,PHF11,51131
1573,USP1,7398
1574,SF3B2,10992
1575,PLPP3,8613
1576,AP3S2,10239
1577,CEBPB,1051
1578,ASAH1,427
1579,DNAJC13,23317
1580,VIPR1,7433
1581,SNAPIN,23557
1582,ST3GAL6,10402
1583,ACD,65057
1584,NBR1,4077
1585,EAPP,55837
1586,SEC11A,23478
1587,PRCP,5547
1588,CHST15,51363
1589,SSR1,6745
1590,VTI1B,10490
1591,PTCH2,8643
1592,PTCH1,5727
1593,ADD3,120
1594,SLC9A9,285195
1595,TXNDC9,10190
1596,N4BP2L2,10443
1597,GGPS1,9453
1598,NAALADL1,10004
1599,CALM2,805
1600,SPOPL,339745
1601,CLN5,1203
1602,RNF133,168433
1603,DCX,1641
1604,MBNL1,4154
1605,MFSD14B,84641
1606,LUC7L3,51747
1607,TMEM260,54916
1608,CTSK,1513
1609,CTSC,1075
1610,CLCN7,1186
1611,RESF1,55196
1612,DICER1,23405
1613,USP32,84669
1614,CTSS,1520
1615,OGFRL1,79627
1616,LIMA1,51474
1617,COPB2,9276
1618,MED28,80306
1619,SKAP2,8935
1620,DOCK4,9732
1621,DOCK5,80005
1622,SLC31A2,1318
1623,IFNGR1,3459
1624,TRAM1,23471
1625,GSAP,54103
1626,TFRC,7037
1627,DNAJB14,79982
1628,B4GALT4,8702
1629,TFR2,7036
1630,PARP4,143
1631,LMNB1,4001
1632,MED13L,23389
1633,ZNF148,7707
1634,PHF3,23469
1635,NAMPT,10135
1636,NSMAF,8439
1637,CD9,928
1638,SNX10,29887
1639,RAB22A,57403
1640,ERN1,2081
1641,KIDINS220,57498
1642,LGALS9,3965
1643,LGALS8,3964
1644,FAIM,55179
1645,TMEM87A,25963
1646,SGK3,23678
1647,CDS2,8760
1648,IL15,3600
1649,PDE4B,5142
1650,MFN1,55669
1651,GNS,2799
1652,MAP4K5,11183
1653,EIF5,1983
1654,MOSPD2,158747
1655,OXR1,55074
1656,KRCC1,51315
1657,RBMS1,5937
1658,LTA4H,4048
1659,EBAG9,9166
1660,PLEKHF2,79666
1661,UVRAG,7405
1662,SMARCA5,8467
1663,DPP8,54878
1664,ATG3,64422
1665,GBE1,2632
1666,FNDC3B,64778
1667,TUT7,79670
1668,SLC44A1,23446
1669,ANXA5,308
1670,CEP63,80254
1671,CLEC11A,6320
1672,PIGP,51227
1673,PCNP,57092
1674,TMBIM4,51643
1675,TMBIM1,64114
1676,CASP4,837
1677,CASP1,834
1678,CPNE3,8895
1679,PIBF1,10464
1680,WASHC4,23325
1681,CHMP2B,25978
1682,LY96,23643
1683,RO60,6738
1684,SPINT2,10653
1685,PPT1,5538
1686,RBPJ,3516
1687,PDE8A,5151
1688,ERMP1,79956
1689,GOLGA4,2803
1690,UBR5,51366
1691,SAP18,10284
1692,LYN,4067
1693,FNTA,2339
1694,SPAG9,9043
1695,OSTF1,26578
1696,TLR1,7096
1697,TLR4,7099
1698,RNF5,6048
1699,MACF1,23499
1700,HLA-E,3133
1701,GLUL,2752
1702,SLC25A36,55186
1703,KLHDC2,23588
1704,PDHX,8050
1705,LRRK2,120892
1706,SCAF11,9169
1707,ZBTB38,253461
1708,SPATA13,221178
1709,TTC3,7267
1710,NCOA3,8202
1711,STAG2,10735
1712,RHOQ,23433
1713,PMEPA1,56937
1714,ABRAXAS2,23172
1715,RECQL,5965
1716,DENND5A,23258
1717,ADIPOR2,79602
1718,PXMP2,5827
1719,PEX2,5828
1720,PLSCR1,5359
1721,TMEM50B,757
1722,TMEM50A,23585
1723,TSPAN31,6302
1724,IPO7,10527
1725,ACTR2,10097
1726,CIR1,9541
1727,BTN3A3,10384
1728,SMCHD1,23347
1729,LAP3,51056
1730,POT1,25913
1731,CCNG1,900
1732,CD302,9936
1733,NES,10763
1734,FNIP1,96459
1735,NAGK,55577
1736,SCPEP1,59342
1737,ARTN,9048
1738,SLC35A5,55032
1739,LRRC8D,55144
1740,SEL1L,6400
1741,FERMT2,10979
1742,SOS2,6655
1743,KAT6A,7994
1744,GLB1,2720
1745,STAT5A,6776
1746,SQOR,58472
1747,ETFRF1,144363
1748,TBC1D15,64786
1749,SLC33A1,9197
1750,ADAM10,102
1751,CD63,967
1752,P2RX4,5025
1753,PAPSS1,9061
1754,VPS13B,157680
1755,TMEM106B,54664
1756,RAD21,5885
1757,ACAP2,23527
1758,EVI2A,2123
1759,INPP1,3628
1760,RNF167,26001
1761,TXNDC15,79770
1762,ATF6,22926
1763,REM1,28954
1764,NYX,60506
1765,JPH2,57158
1766,MXRA8,54587
1767,DUSP28,285193
1768,SAMD14,201191
1769,GLP1R,2740
1770,GPRIN1,114787
1771,NPR1,4881
1772,ARHGEF15,22899
1773,OPN1SW,611
1774,SP1,6667
1775,CRTAC1,55118
1776,MUC6,4588
1777,CYP3A4,1576
1778,RAB40C,57799
1779,RAB40B,10966
1780,RAB40A,142684
1781,F7,2155
1782,RHBDD3,25807
1783,ERCC2,2068
1784,ZSCAN12,9753
1785,RASGRP2,10235
1786,GPR12,2835
1787,ELAVL3,1995
1788,LRIT1,26103
1789,RAB6B,51560
1790,RAB6C,84084
1791,APOA1,335
1792,SOX10,6663
1793,CETN1,1068
1794,GRAP2,9402
1795,JAK3,3718
1796,RASEF,158158
1797,GRM4,2914
1798,TBC1D29P,26083
1799,KCNIP3,30818
1800,GRM2,2912
1801,PDLIM4,8572
1802,CACNA1H,8912
1803,PDLIM7,9260
1804,PDLIM1,9124
1805,HOXB5,3215
1806,PPARG,5468
1807,IRGC,56269
1808,CNTFR,1271
1809,DSE,29940
1810,SPAM1,6677
1811,TACR1,6869
1812,CABP5,56344
1813,SPDEF,25803
1814,CABP2,51475
1815,INS,3630
1816,SLC22A7,10864
1817,PDE6G,5148
1818,PRDM8,56978
1819,PRDM9,56979
1820,MYH11,4629
1821,CACNA1C,775
1822,RHOC,389
1823,RHOB,388
1824,CACNA1G,8913
1825,COL2A1,1280
1826,HIC1,3090
1827,ASPN,54829
1828,MUC5AC,4586
1829,BUD23,114049
1830,ADGRB1,575
1831,ART1,417
1832,ARVCF,421
1833,SULT1A4,445329
1834,CALB1,793
1835,OPRM1,4988
1836,LTK,4058
1837,HCRT,3060
1838,EDA,1896
1839,ALK,238
1840,GSTM5,2949
1841,NTN3,4917
1842,TAS2R3,50831
1843,ADARB1,104
1844,SSTR5,6755
1845,GLS2,27165
1846,CDC42,998
1847,TOM1,10043
1848,ZNF205,7755
1849,NGFR,4804
1850,C3CER1,23739
1851,ERAL1,26284
1852,GJB4,127534
1853,ACTL7B,10880
1854,ACTL7A,10881
1855,KLF2,10365
1856,PGPEP1,54858
1857,GFAP,2670
1858,KLF8,11279
1859,NANOS3,342977
1860,NCR2,9436
1861,SP5,389058
1862,CRYBB1,1414
1863,TRIP10,9322
1864,RAB20,55647
1865,RAB24,53917
1866,ATP4B,496
1867,RAB28,9364
1868,CA7,766
1869,MAP3K10,4294
1870,RND1,27289
1871,FUT5,2527
1872,RND3,390
1873,CHRNE,1145
1874,TGM1,7051
1875,LIF,3976
1876,TGM4,7047
1877,RAB44,401258
1878,TRIM17,51127
1879,SFTPC,6440
1880,SPTB,6710
1881,RAN,5901
1882,DHRS2,10202
1883,ADRA2C,152
1884,SLC12A3,6559
1885,STRA6,64220
1886,LDB3,11155
1887,KLK2,3817
1888,NRG1,3084
1889,SNAI1,6615
1890,LRRC4C,57689
1891,LRRC4B,94030
1892,GH1,2688
1893,AVPR2,554
1894,RFX1,5989
1895,CSF2,1437
1896,RHOD,29984
1897,ARHGEF7,8874
1898,FOXP3,50943
1899,NGF,4803
1900,COLQ,8292
1901,CNTN2,6900
1902,LTBP4,8425
1903,LAMB4,22798
1904,MARCO,8685
1905,CFAP410,755
1906,CYP2D6,1565
1907,RHAG,6005
1908,INF2,64423
1909,LRRTM4,80059
1910,LRRTM1,347730
1911,PRKG2,5593
1912,CLDN5,7122
1913,PLXDC1,57125
1914,MAP4K2,5871
1915,CCDC9,26093
1916,AFP,174
1917,TUBB2B,347733
1918,MGP,4256
1919,ATP6V0A2,23545
1920,ZNF114,163071
1921,PROC,5624
1922,GUCA1B,2979
1923,ACTA2,59
1924,PDGFRA,5156
1925,ZNF335,63925
1926,APOBEC1,339
1927,CHAD,1101
1928,ZNF234,10780
1929,HAAO,23498
1930,NHLH1,4807
1931,FLT4,2324
1932,CACNB4,785
1933,KIF19,124602
1934,ATP2A1,487
1935,MYH2,4620
1936,S1PR2,9294
1937,TPM2,7169
1938,TBX10,347853
1939,MB,4151
1940,PRELP,5549
1941,RAB15,376267
1942,HNF1A-AS1,283460
1943,HAO2,51179
1944,FGD1,2245
1945,NTSR2,23620
1946,AGAP1,116987
1947,AGAP2,116986
1948,AGAP3,116988
1949,LINC01565,23434
1950,COL17A1,1308
1951,SLC22A18,5002
1952,OMD,4958
1953,HOXA6,3203
1954,OMP,4975
1955,HOXA3,3200
1956,TUB,7275
1957,TGFB3,7043
1958,LIMS2,55679
1959,SLC5A5,6528
1960,ECE1,1889
1961,RABL6,55684
1962,OPRL1,4987
1963,SCARA3,51435
1964,RND2,8153
1965,C11orf16,56673
1966,YWHAH,7533
1967,OGN,4969
1968,YWHAB,7529
1969,YWHAE,7531
1970,RAC2,5880
1971,RNASE1,6035
1972,CROCC,9696
1973,PRKCG,5582
1974,TANC2,26115
1975,CES1,1066
1976,ARR3,407
1977,CDK20,23552
1978,GCGR,2642
1979,CYTH4,27128
1980,SLC16A8,23539
1981,ZNF157,7712
1982,NRL,4901
1983,TLX2,3196
1984,MMP2,4313
1985,FGFRL1,53834
1986,SLC6A7,6534
1987,CKM,1158
1988,SYMPK,8189
1989,CD34,947
1990,BGN,633
1991,GPER1,2852
1992,MYL7,58498
1993,MYL4,4635
1994,MYL2,4633
1995,AXL,558
1996,KIF2B,84643
1997,DCN,1634
1998,COL11A2,1302
1999,CACNA1B,774
2000,CNTD2,79935
2001,ACSM5,54988
2002,THRA,7067
2003,GP9,2815
2004,FMOD,2331
2005,TRPV4,59341
2006,EVX1,2128
2007,LRRC3,81543
2008,PGAP3,93210
2009,FGFR4,2264
2010,MORN1,79906
2011,ADCY1,107
2012,PLD2,5338
2013,ZNF516,9658
2014,RUNX2,860
2015,IHH,3549
2016,RAB42P1,646996
2017,KCNIP1,30820
2018,PPIAP10,140913
2019,RRP8,23378
2020,GNAO1,2775
2021,CRX,1406
2022,DOCK6,57572
2023,NTSR1,4923
2024,SLC5A8,160728
2025,SEPT4,5414
2026,ICOSLG,23308
2027,SLC9A3,6550
2028,PPM1L,151742
2029,MALL,7851
2030,NPPA,4878
2031,EPHB3,2049
2032,PLCB2,5330
2033,EPHB4,2050
2034,LARGE1,9215
2035,VGF,7425
2036,DDO,8528
2037,PAX3,5077
2038,BTNL3,10917
2039,KCNQ1,3784
2040,DVL1,1855
2041,CDC14B,8555
2042,AGFG2,3268
2043,AVIL,10677
2044,HMX1,3166
2045,OXA1L,5018
2046,ILK,3611
2047,MYO1A,4640
2048,ADIRF,10974
2049,ZNF536,9745
2050,CHRNB2,1141
2051,CASR,846
2052,COMP,1311
2053,FOXD3,27022
2054,SLC26A10,65012
2055,GHRH,2691
2056,WNT2,7472
2057,SLC30A3,7781
2058,IL13,3596
2059,LRRN2,10446
2060,ADRB3,155
2061,CACFD1,11094
2062,ZNF407,55628
2063,MYO16,23026
2064,PDE4C,5143
2065,ASAP3,55616
2066,LGI2,55203
2067,BIRC7,79444
2068,MMP14,4323
2069,LOXL2,4017
2070,MAP2K2,5605
2071,NOCT,25819
2072,MAP2K5,5607
2073,TEAD2,8463
2074,RAB3IL1,5866
2075,MT-CO3,
2076,AMHR2,269
2077,AMBP,259
2078,GDF5,8200
2079,ECEL1,9427
2080,SMARCB1,6598
2081,STAC3,246329
2082,OSR2,116039
2083,RHOBTB2,23221
2084,RHOBTB1,9886
2085,INO80D,54891
2086,LOC105369243,
2087,ALPP,250
2088,MOG,4340
2089,DRD2,1813
2090,ABCC8,6833
2091,COL6A1,1291
2092,HTR1E,3354
2093,ALPI,248
2094,BCL3,602
2095,ALPL,249
2096,KCNE1,3753
2097,LUM,4060
2098,CDX2,1045
2099,MC2R,4158
2100,EPX,8288
2101,BOK,666
2102,CACNA1A,773
2103,KITLG,4254
2104,RREB1,6239
2105,MMP11,4320
2106,RXFP3,51289
2107,MICAL1,64780
2108,PDE7B,27115
2109,EDN3,1908
2110,EDN2,1907
2111,ZNF444,55311
2112,ZNF362,149076
2113,CCIN,881
2114,CAB39L,81617
2115,TREH,11181
2116,ISLR,3671
2117,GSK3A,2931
2118,HUNK,30811
2119,ULBP1,80329
2120,MYO15A,51168
2121,CSF1,1435
2122,ABCD1,215
2123,TNXB,7148
2124,PIK3R5,23533
2125,PIK3R2,5296
2126,NR5A1,2516
2127,SLC14A2,8170
2128,RHOV,171177
2129,RHOU,58480
2130,RHOJ,57381
2131,CMA1,1215
2132,RHOH,399
2133,FGF7,2252
2134,PTCRA,171558
2135,RHOA,387
2136,RHOG,391
2137,RHOF,54509
2138,VCP,7415
2139,PLSCR4,57088
2140,SGCA,6442
2141,LRRC19,64922
2142,LRRC17,10234
2143,HOXD13,3239
2144,PDZD3,79849
2145,MATK,4145
2146,CLDN11,5010
2147,EFCC1,79825
2148,IKZF4,64375
2149,ABL2,27
2150,KIAA1614,57710
2151,PCDHA4,56144
2152,TNN,63923
2153,GRAP,10750
2154,CACNB2,783
2155,CACNB1,782
2156,OBP2A,29991
2157,TEF,7008
2158,GP1BB,2812
2159,FGF18,8817
2160,PDGFRB,5159
2161,PDCD1,5133
2162,TBXA2R,6915
2163,RAB40AL,282808
2164,SMIM6,100130933
2165,SYDE1,85360
2166,FEV,54738
2167,ACHE,43
2168,PRB3,5544
2169,TNFRSF13B,23495
2170,CCL19,6363
2171,ZNF528,84436
2172,IGFALS,3483
2173,IFNA4,3441
2174,PRKACG,5568
2175,PTH1R,5745
2176,LGR5,8549
2177,JUNB,3726
2178,GNAT1,2779
2179,GNAT3,346562
2180,P2RX2,22953
2181,P2RX6,9127
2182,AOC1,26
2183,GLI1,2735
2184,SMCP,4184
2185,HSD11B2,3291
2186,PDGFB,5155
2187,ERVW-1,30816
2188,TNR,7143
2189,PDIA2,64714
2190,EFNA2,1943
2191,GGT2,102724197
2192,SULT1A3,6818
2193,LRRC55,219527
2194,RTEL1,51750
2195,SHANK1,50944
2196,PTPRU,10076
2197,POU2F2,5452
2198,COL14A1,7373
2199,GNA15,2769
2200,GLYAT,10249
2201,ACTL6B,51412
2202,ZBTB47,92999
2203,CARTPT,9607
2204,SIGLEC7,27036
2205,MYO7A,4647
2206,WNT11,7481
2207,REM2,161253
2208,STX1B,112755
2209,MYO1H,283446
2210,NF1,4763
2211,IQSEC1,9922
2212,IKZF3,22806
2213,ZNF143,7702
2214,NANOG,79923
2215,ZNF354C,30832
2216,ANK1,286
2217,ZNF221,7638
2218,ANKRD30A,91074
2219,CYSRT1,375791
2220,PRDM14,63978
2221,RAB12,201475
2222,KRTAP1-1,81851
2223,ERP27,121506
2224,ZNF300,91975
2225,SGSM2,9905
2226,EFCAB13,124989
2227,CAMK4,814
2228,LRWD1,222229
2229,ZNF605,100289635
2230,ZBTB18,10472
2231,MAZ,4150
2232,ZNF844,284391
2233,CALML6,163688
2234,TINF2,26277
2235,ZNF776,284309
2236,LRRC10B,390205
2237,SYNGR2,9144
2238,SEC14L2,23541
2239,CMTM3,123920
2240,RAB4B,53916
2241,TIMP1,7076
2242,MAN2B1,4125
2243,ZFYVE27,118813
2244,CENPX,201254
2245,PPP2R1A,5518
2246,LAPTM5,7805
2247,ARAF,369
2248,POLD4,57804
2249,IFITM3,10410
2250,SYNPR,132204
2251,CMTM8,152189
2252,PLIN3,10226
2253,CDK2AP2,10263
2254,LTBR,4055
2255,INPP5D,3635
2256,OGDH,4967
2257,COMMD9,29099
2258,SNX8,29886
2259,SCAMP4,113178
2260,PSME1,5720
2261,STAT3,6774
2262,SYNE4,163183
2263,VOPP1,81552
2264,EIF3G,8666
2265,TOR3A,64222
2266,SLC34A2,10568
2267,MARVELD1,83742
2268,COX8A,1351
2269,PSD4,23550
2270,VIPR2,7434
2271,PLLP,51090
2272,PNPLA6,10908
2273,CTSH,1512
2274,HLA-DPB1,3115
2275,HPCAL1,3241
2276,SCAMP2,10066
2277,HSPB1,3315
2278,CTSA,5476
2279,FPR2,2358
2280,PRMT1,3276
2281,CREB3L4,148327
2282,IFI30,10437
2283,ESRRA,2101
2284,CTSD,1509
2285,APRT,353
2286,GM2A,2760
2287,GUK1,2987
2288,SMARCD2,6603
2289,YIF1A,10897
2290,SERPINB1,1992
2291,SLC15A3,51296
2292,PARVB,29780
2293,RBM42,79171
2294,SYPL2,284612
2295,ORMDL2,29095
2296,LST1,7940
2297,ARPC1B,10095
2298,EIF4G1,1981
2299,SLC2A4,6517
2300,TAGLN2,8407
2301,TNIP2,79155
2302,C9orf16,79095
2303,ADGRG5,221188
2304,TIRAP,114609
2305,UQCRC1,7384
2306,OS9,10956
2307,SZRD1,26099
2308,MRPL23,6150
2309,ALG3,10195
2310,HLA-A,3105
2311,NFKBIA,4792
2312,HLA-F,3134
2313,G6PC3,92579
2314,SLC7A1,6541
2315,RRAS,6237
2316,ITGB2,3689
2317,RNASEH1P1,284203
2318,MYADM,91663
2319,EDNRA,1909
2320,MPG,4350
2321,MAPKAPK3,7867
2322,CD81,975
2323,DUS1L,64118
2324,HMOX1,3162
2325,CYB561,1534
2326,TREX1,11277
2327,SLC35B1,10237
2328,TMEM173,340061
2329,PCDHAC2,56134
2330,FATE1,89885
2331,SYP,6855
2332,HLA-DQB1,3119
2333,ZYX,7791
2334,CMTM5,116173
2335,TAPBPL,55080
2336,TGFB1,7040
2337,MRPL12,6182
2338,TFEB,7942
2339,SGSH,6448
2340,MAL2,114569
2341,HID1,283987
2342,SDF4,51150
2343,TK1,7083
2344,BLVRB,645
2345,CYHR1,50626
2346,CAPG,822
2347,RPS6KA1,6195
2348,SBNO2,22904
2349,ATOX1,475
2350,TNFRSF1A,7132
2351,ADGRE5,976
2352,WARS,7453
2353,TCIRG1,10312
2354,PFN1,5216
2355,CD14,929
2356,SCO2,9997
2357,FLOT2,2319
2358,ELOVL1,64834
2359,SLC22A9,114571
2360,WDR83OS,51398
2361,CD74,972
2362,TMC6,11322
2363,MYH9,4627
2364,ASNA1,439
2365,TMEM134,80194
2366,PSMB10,5699
2367,LRPAP1,4043
2368,LMAN2,10960
2369,ALDOA,226
2370,STXBP2,6813
2371,TMED9,54732
2372,PLP2,5355
2373,RNASET2,8635
2374,UCP2,7351
2375,SNX17,9784
2376,STAT6,6778
2377,ATP6V1F,9296
2378,ARF3,377
2379,SERF2,10169
2380,TOMM22,56993
2381,TRADD,8717
2382,CDC37,11140
2383,NECTIN2,5819
2384,CFLAR,8837
2385,POLD2,5425
2386,CIB1,10519
2387,SAP30BP,29115
2388,ETHE1,23474
2389,ICAM1,3383
2390,ERCC1,2067
2391,S100A4,6275
2392,NFKB2,4791
2393,BSG,682
2394,SH3GLB2,56904
2395,DUSP3,1845
2396,ASL,435
2397,MVP,9961
2398,DPAGT1,1798
2399,CLIC1,1192
2400,RAB1B,81876
2401,COMT,1312
2402,GNB2,2783
2403,TMEM147,10430
2404,GALE,2582
2405,TPD52L2,7165
2406,EIF6,3692
2407,CST3,1471
2408,NFKBIE,4794
2409,TSPO,706
2410,ATP6V0D1,9114
2411,SSR2,6746
2412,ATP6V0B,533
2413,CORO1B,57175
2414,TRAFD1,10906
2415,RALY,22913
2416,LTBP2,4053
2417,SLC22A16,85413
2418,MRPL58,3396
2419,PREB,10113
2420,TAPBP,6892
2421,BANF1,8815
2422,EMP3,2014
2423,PSMB8,5696
2424,HLA-DPA1,3113
2425,PSMB5,5693
2426,FAM89B,23625
2427,PPIB,5479
2428,ZBED1,9189
2429,CLPP,8192
2430,AURKAIP1,54998
2431,BAX,581
2432,SLCO1B1,10599
2433,GPR52,9293
2434,DDOST,1650
2435,GALNT2,2590
2436,OTUB1,55611
2437,GNPDA1,10007
2438,HLA-DRA,3122
2439,INPPL1,3636
2440,PLOD3,8985
2441,SLC9A3R1,9368
2442,TMED3,23423
2443,GSTP1,2950
2444,SSNA1,8636
2445,PEA15,8682
2446,APEX2,27301
2447,ARHGDIB,397
