@id,n,NCBI_id
10645,REEP1,65055
10646,GNAL,2774
10647,ZRANB2,9406
10648,SAV1,60485
10649,RAPGEF4,11069
10650,RFTN1,23180
10651,SUSD6,9766
10652,IFT57,55081
10653,TRIM22,10346
10654,MCUB,55013
10655,PLEKHA1,59338
10656,DOCK9,23348
10657,DOCK1,1793
10658,PHLDB3,653583
10659,TRIM5,85363
10660,NAA20,51126
10661,CRYBG1,202
10662,LASP1,3927
10663,NECAP2,55707
10664,ACOT9,23597
10665,DAAM1,23002
10666,MDFIC,29969
10667,MALT1,10892
10668,TMEM243,79161
10669,CYTH3,9265
10670,ZDHHC16,84287
10671,IFT27,11020
10672,NT5DC2,64943
10673,EDEM2,55741
10674,ANO6,196527
10675,WDR41,55255
10676,WDR49,151790
10677,BNIP1,662
10678,SLC39A7,7922
10679,DNAJC1,64215
10680,SPAG16,79582
10681,KRTCAP2,200185
10682,WDR86,349136
10683,WDR88,126248
10684,IFT80,57560
10685,DDRGK1,65992
10686,RABGGTA,5875
10687,SLC1A4,6509
10688,CYB561D2,11068
10689,APOL2,23780
10690,MRPL49,740
10691,WFS1,7466
10692,NSDHL,50814
10693,CRELD2,79174
10694,SDF2L1,23753
10695,TMEM216,51259
10696,WDR27,253769
10697,SLC35C2,51006
10698,AMBRA1,55626
10699,CEMIP2,23670
10700,ACOX3,8310
10701,CDC20B,166979
10702,EVC2,132884
10703,DCAF5,8816
10704,EML6,400954
10705,WDR61,80349
10706,WDR64,128025
10707,CORO2B,10391
10708,BCAS3,54828
10709,VPS45,11311
10710,TMEM208,29100
10711,WDR17,116966
10712,STX18,53407
10713,CORO7,79585
10714,PIGT,51604
10715,WDR5B,54554
10716,APEH,327
10717,MSTO1,55154
10718,ELP2,55250
10719,TMEM120B,144404
10720,NBEA,26960
10721,TMEM67,91147
10722,NWD1,284434
10723,CLPTM1L,81037
10724,WDR97,340390
10725,DESI1,27351
10726,CCDC22,28952
10727,CFAP57,149465
10728,PLK3,1263
10729,GPAT3,84803
10730,OSBPL5,114879
10731,ERRFI1,54206
10732,FABP7,2173
10733,CNN2,1265
10734,ADORA2B,136
10735,ZFP36,7538
10736,SLC23A1,9963
10737,HCAR3,8843
10738,EGLN3,112399
10739,GAL,51083
10740,FOXC1,2296
10741,PANX1,24145
10742,CSTA,1475
10743,STEAP1,26872
10744,RARS2,57038
10745,WWC3,55841
10746,ABHD4,63874
10747,UQCC3,790955
10748,PHPT1,29085
10749,XPO4,64328
10750,PCBP4,57060
10751,LOC102724985,
10752,RHBDF1,64285
10753,EPS8L2,64787
10754,DRAM1,55332
10755,TMEM11,8834
10756,ADAP1,11033
10757,TNFSF9,8744
10758,FAM214B,80256
10759,IPO11,51194
10760,LARP6,55323
10761,COPG2,26958
10762,ETNK2,55224
10763,CDC42EP4,23580
10764,UNC45A,55898
10765,CZIB,54987
10766,TRAM1L1,133022
10767,OARD1,221443
10768,SIGLEC12,89858
10769,LZTFL1,54585
10770,GATD3A,8209
10771,CLUAP1,23059
10772,UFSP1,402682
10773,PLXDC2,84898
10774,TAF12,6883
10775,ETFDH,2110
10776,KIR3DL2,3812
10777,ELP4,26610
10778,AMZ2,51321
10779,ASCC1,51008
10780,VAT1L,57687
10781,ATP5PD,10476
10782,WASHC3,51019
10783,CD79A,973
10784,SIGLEC5,8778
10785,UGGT2,55757
10786,SEPHS1,22929
10787,STX8,9482
10788,AMIGO3,386724
10789,KIAA1191,57179
10790,CD244,51744
10791,PLPBP,11212
10792,DYM,54808
10793,SLC16A11,162515
10794,LIAS,11019
10795,ZUP1,221302
10796,TCAIM,285343
10797,SCG2,7857
10798,GPM6A,2823
10799,RTN4R,65078
10800,SV2A,9900
10801,SV2C,22987
10802,PCDHGC3,5098
10803,AKAP6,9472
10804,ELAVL4,1996
10805,CRYBA4,1413
10806,TECTA,7007
10807,NFASC,23114
10808,CHST1,8534
10809,SLC18A2,6571
10810,ADGRB3,577
10811,BCAN,63827
10812,IL17A,3605
10813,ADGRL1,22859
10814,OLIG2,10215
10815,APBA1,320
10816,APBA2,321
10817,SLC17A6,57084
10818,SSTR2,6752
10819,PDE1C,5137
10820,GJB7,375519
10821,MCF2,4168
10822,TMEM185A,84548
10823,CDH8,1006
10824,CCNL2,81669
10825,SHISAL1,85352
10826,SYT3,84258
10827,CPAMD8,27151
10828,CNTN6,27255
10829,ASTN1,460
10830,PCNX2,80003
10831,TRIM3,10612
10832,SEZ6L,23544
10833,PMP2,5375
10834,RFPL2,10739
10835,TIGD5,84948
10836,ASCL1,429
10837,BASP1,10409
10838,KCND2,3751
10839,CADPS,8618
10840,CTNNA2,1496
10841,VAMP1,6843
10842,FUT9,10690
10843,CHGA,1113
10844,MARVELD2,153562
10845,EXTL1,2134
10846,MAGEL2,54551
10847,SYT13,57586
10848,PHF24,23349
10849,ST8SIA5,29906
10850,CYP2S1,29785
10851,MAB21L2,10586
10852,EPPIN,57119
10853,RIMBP2,23504
10854,CNTNAP2,26047
10855,IL9,3578
10856,CDH13,1012
10857,NEFH,4744
10858,RGS6,9628
10859,DPP6,1804
10860,PCP4,5121
10861,NRCAM,4897
10862,ISL1,3670
10863,DNTT,1791
10864,SCN3A,6328
10865,STMN4,81551
10866,STMN3,50861
10867,AJAP1,55966
10868,PLPPR4,9890
10869,LSAMP,4045
10870,SPA17,53340
10871,PLCD1,5333
10872,PAPPA2,60676
10873,RIMS2,9699
10874,CHGB,1114
10875,CNTNAP1,8506
10876,DOK5,55816
10877,POU4F3,5459
10878,GPC5,2262
10879,SLCO1C1,53919
10880,PCDH8,5100
10881,FSD1,79187
10882,PAMR1,25891
10883,FJX1,24147
10884,ADAMTS2,9509
10885,EFS,10278
10886,SEZ6,124925
10887,TRIM29,23650
10888,GDF10,2662
10889,RAMP2,10266
10890,TPSAB1,7177
10891,SCUBE3,222663
10892,SEMA5A,9037
10893,MT-CYB,
10894,UQCR11,10975
10895,HEBP1,50865
10896,ABCD2,225
10897,TAS2R19,259294
10898,TAS2R14,50840
10899,TAS2R10,50839
10900,CXCL11,6373
10901,NPB,256933
10902,TAS2R7,50837
10903,NPW,283869
10904,TNFSF18,8995
10905,CCL28,56477
10906,CCL25,6370
10907,CCL27,10850
10908,CHST4,10164
10909,P2RY14,9934
10910,SLC30A10,55532
10911,P2RY12,64805
10912,P2RY13,53829
10913,TAS2R8,50836
10914,SPIN2A,54466
10915,TAS2R5,54429
10916,TAS2R1,50834
10917,SSTR1,6751
10918,SSTR3,6753
10919,HAND1,9421
10920,CXCR2,3579
10921,CXCR1,3577
10922,TAS2R38,5726
10923,OR1G1,8390
10924,C5AR1,728
10925,TAS2R50,259296
10926,ADRA2A,150
10927,ADRA2B,151
10928,CLEC1B,51266
10929,CXCR6,10663
10930,JAKMIP2,9832
10931,LEFTY1,10637
10932,CXCL2,2920
10933,PYY,5697
10934,CCL5,6352
10935,TAS2R20,259295
10936,INSL5,10022
10937,TREM1,54210
10938,ITIH2,3698
10939,S1PR3,1903
10940,S1PR5,53637
10941,S1PR4,8698
10942,CFHR2,3080
10943,TAAR5,9038
10944,TAAR8,83551
10945,SEMA6D,80031
10946,CHRM4,1132
10947,CRHBP,1393
10948,TAS2R60,338398
10949,RLN3,117579
10950,RORB,6096
10951,FPR1,2357
10952,FPR3,2359
10953,ADCY4,196883
10954,ADCY5,111
10955,ADCY6,112
10956,CXCL6,6372
10957,CXCL9,4283
10958,NPY1R,4886
10959,GALR3,8484
10960,GALR2,8811
10961,GALR1,2587
10962,ADORA3,140
10963,PRLR,5618
10964,KRTAP4-7,100132476
10965,GNAZ,2781
10966,NPBWR1,2831
10967,GRK4,2868
10968,CCR3,1232
10969,CCR5,1234
10970,CCR6,1235
10971,CCR8,1237
10972,NPY4R,5540
10973,BEAN1,146227
10974,C3,718
10975,C5,727
10976,TAS2R39,259285
10977,OR1E2,8388
10978,OR1E1,8387
10979,PNOC,5368
10980,OR7A17,26333
10981,GPSM1,26086
10982,OR2J2,26707
10983,ADGRE3,84658
10984,ADCYAP1R1,117
10985,PI15,51050
10986,LINC01587,10141
10987,HTR1D,3352
10988,UPB1,51733
10989,GRK7,131890
10990,RXFP4,339403
10991,GRK1,6011
10992,KCNMB4,27345
10993,IFNA10,3446
10994,DCHS2,54798
10995,HCAR2,338442
10996,HCAR1,27198
10997,APLN,8862
10998,TRIM49,57093
10999,MTNR1A,4543
11000,OR7C1,26664
11001,OR11A1,26531
11002,OXGR1,27199
11003,SUCNR1,56670
11004,TAS2R30,259293
11005,TAS2R31,259290
11006,CORT,1325
11007,CCL11,6356
11008,CCL16,6360
11009,TAS2R43,259289
11010,TAS2R42,353164
11011,TAS2R41,259287
11012,TAS2R40,259286
11013,TAS2R46,259292
11014,PF4,5196
11015,GPR55,9290
11016,ATF7,11016
11017,FBH1,84893
11018,KDM2B,84678
11019,FBXL6,26233
11020,FBXL17,64839
11021,ASTN2,23245
11022,ECT2L,345930
11023,PRAME,23532
11024,FBXO45,200933
11025,FBXO47,494188
11026,FBXO42,54455
11027,XKR8,55113
11028,FBXO36,130888
11029,CBWD3,445571
11030,PPP4R3B,57223
11031,PPP1R37,284352
11032,XPNPEP1,7511
11033,SH3BP1,23616
11034,SSU72,29101
11035,C1orf131,128061
11036,SIKE1,80143
11037,EEF1AKMT3,25895
11038,SH3YL1,26751
11039,ATE1,11101
11040,ACAD10,80724
11041,ARHGAP44,9912
11042,TSEN15,116461
11043,TCTEX1D2,255758
11044,IL1RL1,9173
11045,CYP2W1,54905
11046,CYP4F2,8529
11047,CYP4F3,4051
11048,CYP3A43,64816
11049,CYP2F1,1572
11050,CYP4F12,66002
11051,CYP39A1,51302
11052,TBXAS1,6916
11053,PHEX,5251
11054,BGLAP,632
11055,GC,2638
11056,CYP4X1,260293
11057,CYP27C1,339761
11058,CYP2U1,113612
11059,CYP2C8,1558
11060,CYP26B1,56603
11061,CYP4Z1,199974
11062,CYP8B1,1582
11063,CYP26C1,340665
11064,CYP2J2,1573
11065,CYP4F11,57834
11066,CYP4B1,1580
11067,KCTD11,147040
11068,MCTP2,55784
11069,CYP2B6,1555
11070,CITED1,4435
11071,CYP20A1,57404
11072,CYP4F22,126410
11073,CYP1A2,1544
11074,CYP24A1,1591
11075,GCAT,23464
11076,KL,9365
11077,DEFB4A,1673
11078,CYP4A22,284541
11079,CUBN,8029
11080,CYP4V2,285440
11081,CYP7B1,9420
11082,BAAT,570
11083,CYP2C18,1562
11084,BCORL1,63035
11085,DVL2,1856
11086,KLHL10,317719
11087,KLHL14,57565
11088,ZBTB42,100128927
11089,SUFU,51684
11090,KIAA1671,85379
11091,ZBTB46,140685
11092,GPR101,83550
11093,DISC1,27185
11094,THSD4,79875
11095,BMPR1B,658
11096,OASL,8638
11097,CBFA2T2,9139
11098,ZNF843,283933
11099,SIRT5,23408
11100,ING4,51147
11101,EFHC2,80258
11102,ING1,3621
11103,PHF23,79142
11104,ZNF775,285971
11105,PHF2,5253
11106,TET1,80312
11107,DGAT2L6,347516
11108,TMEM239,100288797
11109,ZBTB22,9278
11110,ABCB9,23457
11111,NACC1,112939
11112,PPP2R2C,5522
11113,ZBTB45,84878
11114,ZNF653,115950
11115,CDRT1,374286
11116,AMZ1,155185
11117,NKX6-1,4825
11118,VWA7,80737
11119,MTUS2,23281
11120,GPR21,2844
11121,ACSF3,197322
11122,NOTCH2NLA,388677
11123,TRMT2B,79979
11124,MAGEA1,4100
11125,MID2,11043
11126,GPR137,56834
11127,FAAP24,91442
11128,TRAF1,7185
11129,KIAA0556,23247
11130,KRT40,125115
11131,ARHGEF38,54848
11132,PIGQ,9091
11133,RALGAPA2,57186
11134,DDI1,414301
11135,MTMR7,9108
11136,FRY,10129
11137,NKIRAS2,28511
11138,TBC1D14,57533
11139,GLT1D1,144423
11140,STEAP4,79689
11141,GHDC,84514
11142,POPDC2,64091
11143,CYB561A3,220002
11144,ABHD14B,84836
11145,CHRNA9,55584
11146,BRAT1,221927
11147,CAMSAP3,57662
11148,TKFC,26007
11149,TMEM219,124446
11150,SDK1,221935
11151,IGSF22,283284
11152,ROBO2,6092
11153,DSCAML1,57453
11154,MACROD2,140733
11155,SDK2,54549
11156,VMAC,400673
11157,CNTN5,53942
11158,CNTN3,5067
11159,CNTN4,152330
11160,DNAI1,27019
11161,CEACAM21,90273
11162,FCRL3,115352
11163,IL13RA2,3598
11164,TMEM30B,161291
11165,ORMDL3,94103
11166,ROBO3,64221
11167,EPHX3,79852
11168,C9orf43,257169
11169,SPEM2,201243
11170,TMCO2,127391
11171,MROH7,374977
11172,SAMD15,161394
11173,TKTL2,84076
11174,SYCE3,644186
11175,TPPP2,122664
11176,COX8C,341947
11177,ZSWIM2,151112
11178,ARMC12,221481
11179,ZPBP2,124626
11180,CCDC70,83446
11181,FNDC11,79025
11182,RGSL1,353299
11183,CCDC96,257236
11184,ACTL10,170487
11185,TTC23L,153657
11186,RBM46,166863
11187,STARD6,147323
11188,C9orf57,138240
11189,DMRTB1,63948
11190,AL163195.3,
11191,PGK2,5232
11192,SPATA17,128153
11193,SPATA19,219938
11194,C10orf62,414157
11195,FAM47B,170062
11196,C20orf144,128864
11197,IQCF5,389124
11198,CCDC42,146849
11199,DNAJB8,165721
11200,TSACC,128229
11201,ODF3L1,161753
11202,CCDC38,120935
11203,SYCP3,50511
11204,SPERT,220082
11205,RNF148,378925
11206,PRM1,5619
11207,SEPT12,124404
11208,REC114,283677
11209,HMGB4,127540
11210,RBMXL2,27288
11211,ZMYND12,84217
11212,DYDC1,143241
11213,GOLGA6L2,283685
11214,TRIML1,339976
11215,TMEM225,338661
11216,TTLL2,83887
11217,C14orf39,317761
11218,PCP2,126006
11219,DEFB123,245936
11220,KIRREL3-AS3,283165
11221,WNT3,7473
11222,PRKD1,5587
11223,CCL1,6346
11224,CEACAM5,1048
11225,DNAH9,1770
11226,ALX1,8092
11227,FFAR4,338557
11228,DDC,1644
11229,TBX5,6910
11230,REG1B,5968
11231,HTR4,3360
11232,GPR1,2825
11233,PSG2,5670
11234,ADGRG2,10149
11235,FZD9,8326
11236,FZD5,7855
11237,FZD7,8324
11238,CGA,1081
11239,FGF14,2259
11240,ADORA2A,135
11241,TPRN,286262
11242,WHRN,25861
11243,PPP1R3A,5506
11244,CLIC6,54102
11245,CCDC85C,317762
11246,AC003688.1,
11247,CLDN16,10686
11248,CLDN17,26285
11249,CLDN14,23562
11250,CLDN15,24146
11251,CLDN23,137075
11252,CLDN22,53842
11253,CLDN18,51208
11254,CLDN19,149461
11255,CLDN25,644672
11256,CLDN24,100132463
11257,CLDN20,49861
11258,CLDN6,9074
11259,RAPGEF1,2889
11260,MTMR2,8898
11261,GPATCH3,63906
11262,DNAJB12,54788
11263,FPGS,2356
11264,VKORC1,79001
11265,BCL7C,9274
11266,PLEKHM2,23207
11267,MCAT,27349
11268,TOLLIP,54472
11269,POMGNT1,55624
11270,ST6GALNAC4,27090
11271,PEX10,5192
11272,MUL1,79594
11273,INKA2,55924
11274,CEP128,145508
11275,CDC42BPA,8476
11276,INKA1,389119
11277,PAK5,57144
11278,CHST9,83539
11279,CHST2,9435
11280,CHST10,9486
11281,CHST13,166012
11282,CHST12,55501
11283,LRP6,4040
11284,CHST14,113189
11285,CSPG5,10675
11286,HS6ST1,9394
11287,HS6ST2,90161
11288,HS6ST3,266722
11289,SYTL5,94122
11290,PKP1,5317
11291,MS4A1,931
11292,RADX,55086
11293,NSG1,27065
11294,GP6,51206
11295,ENPP1,5167
11296,FLRT2,23768
11297,KLK1,3816
11298,SUMF2,25870
11299,CCM2,83605
11300,C1QL1,10882
11301,F12,2161
11302,SLC39A2,29986
11303,HOXA11,3207
11304,PAX8,7849
11305,LRP2,4036
11306,IGSF1,3547
11307,SOX3,6658
11308,ARHGAP6,395
11309,GRHL2,79977
11310,WNT5B,81029
11311,PEG10,23089
11312,APOD,347
11313,CEP170P1,645455
11314,PTPRZ1,5803
11315,NHS,4810
11316,ATG4A,115201
11317,SLC25A14,9016
11318,CPLANE1,65250
11319,ADGRG6,57211
11320,AL139011.2,
11321,PPP1R14A,94274
11322,GAS2,2620
11323,CELSR2,1952
11324,GLRB,2743
11325,NUP62CL,54830
11326,PSD3,23362
11327,NME5,8382
11328,AMMECR1,9949
11329,LIMCH1,22998
11330,SCNN1B,6338
11331,PLCE1,51196
11332,GLCE,26035
11333,TOM1L1,10040
11334,NAV3,89795
11335,HOXC6,3223
11336,DLX5,1749
11337,C1orf198,84886
11338,SPOCK3,50859
11339,VPS26B,112936
11340,SERPINA7,6906
11341,PDGFD,80310
11342,USH1C,10083
11343,SLC15A2,6565
11344,SAA2,6289
11345,PTGDS,5730
11346,PAX7,5081
11347,PAX2,5076
11348,ATP6V0A4,50617
11349,SLC22A2,6582
11350,FMO3,2328
11351,MCC,4163
11352,MMP19,4327
11353,HFE,3077
11354,FGF12,2257
11355,ARSE,415
11356,PLA2R1,22925
11357,ID4,3400
11358,CPED1,79974
11359,DPT,1805
11360,DKK2,27123
11361,EYA4,2070
11362,KERA,11081
11363,ABCC6,368
11364,KRT33B,3884
11365,LHX1,3975
11366,PTGDR,5729
11367,GPRASP1,9737
11368,EMID1,129080
11369,CA1,759
11370,RASAL1,8437
11371,ADAMTS6,11174
11372,INSL4,3641
11373,DMBT1,1755
11374,VN1R1,57191
11375,AFM,173
11376,MAGEB2,4113
11377,SLC22A11,55867
11378,CLCNKB,1188
11379,CLEC4M,10332
11380,HOXD4,3233
11381,SCNN1G,6340
11382,FCN2,2220
11383,PAX9,5083
11384,NAA11,84779
11385,KRT85,3891
11386,ADRB1,153
11387,CDH16,1014
11388,POU3F4,5456
11389,USH2A,7399
11390,SFTPA2,729238
11391,ANKRD34C,390616
11392,CRYAA,1409
11393,UMOD,7369
11394,MFGE8,4240
11395,CELA2B,51032
11396,ARHGEF17,9828
11397,TMEM184B,25829
11398,CLPSL1,340204
11399,SOX18,54345
11400,FARP1,10160
11401,GPX7,2882
11402,RETN,56729
11403,KIRREL1,55243
11404,MXRA7,439921
11405,ERG,2078
11406,NDUFA4L2,56901
11407,SPON2,10417
11408,SHOX2,6474
11409,ITLN2,142683
11410,EVA1B,55194
11411,FNDC1,84624
11412,TSC22D3,1831
11413,LPP,4026
11414,C1QB,713
11415,STBD1,8987
11416,VGLL3,389136
11417,SOX4,6659
11418,ARAP3,64411
11419,DCBLD1,285761
11420,SLC16A2,6567
11421,FKBP10,60681
11422,PLVAP,83483
11423,UNC5B,219699
11424,RASIP1,54922
11425,UAP1L1,91373
11426,RARRES2,5919
11427,CDH6,1004
11428,MYO10,4651
11429,MID1,4281
11430,FGL1,2267
11431,SLCO2A1,6578
11432,RAB34,83871
11433,AOC3,8639
11434,CCDC102B,79839
11435,NDST1,3340
11436,BMP3,651
11437,HYAL2,8692
11438,CCDC80,151887
11439,ROBO4,54538
11440,EGFL7,51162
11441,TBC1D1,23216
11442,SGCE,8910
11443,ID3,3399
11444,GJD3,125111
11445,MSC,9242
11446,SERPINA6,866
11447,VWA1,64856
11448,GLIPR2,152007
11449,PTPRG,5793
11450,CSRP2,1466
11451,ADAMTS9,56999
11452,C1QA,712
11453,SAA4,6291
11454,PCDH12,51294
11455,SVIL,6840
11456,CDR2L,30850
11457,INHBB,3625
11458,SPESP1,246777
11459,APOLD1,81575
11460,CYBRD1,79901
11461,COCH,1690
11462,LIPG,9388
11463,MYCT1,80177
11464,GASK1B,51313
11465,NXN,64359
11466,IKBIP,121457
11467,HEPH,9843
11468,TINAG,27283
11469,OR8J3,81168
11470,OR4C15,81309
11471,STK10,6793
11472,TYROBP,7305
11473,ZDHHC12,84885
11474,GMIP,51291
11475,CDA,978
11476,NPL,80896
11477,PRR13,54458
11478,TNFSF13,8741
11479,MGST2,4258
11480,EDC3,80153
11481,TMEM127,55654
11482,GLMP,112770
11483,HOXB6,3216
11484,FTL,2512
11485,SDF2,6388
11486,BCL2A1,597
11487,FRAT1,10023
11488,ATXN7,6314
11489,SMAD9,4093
11490,OTUD5,55593
11491,NADSYN1,55191
11492,GFI1B,8328
11493,SHISA5,51246
11494,STN1,79991
11495,N4BP1,9683
11496,MS4A6A,64231
11497,ABR,29
11498,ARSA,410
11499,SIDT2,51092
11500,MAN1B1,11253
11501,HPS1,3257
11502,VSIR,64115
11503,PLBD1,79887
11504,TMUB2,79089
11505,ADAMTSL1,92949
11506,TADA2A,6871
11507,TNFSF12,8742
11508,TREM2,54209
11509,TXNIP,10628
11510,PPDPF,79144
11511,ADAP2,55803
11512,NAGLU,4669
11513,BTD,686
11514,MFSD10,10227
11515,IFI6,2537
11516,HS1BP3,64342
11517,ACP5,54
11518,BMT2,154743
11519,LOC100653049,100653049
11520,CYBB,1536
11521,IFI27,3429
11522,RNPEPL1,57140
11523,CCDC92,80212
11524,C11orf68,83638
11525,TRPV2,51393
11526,FAM131C,348487
11527,KRTAP1-5,83895
11528,CTSF,8722
11529,TRPM4,54795
11530,SECTM1,6398
11531,MAFB,9935
11532,PRKAB2,5565
11533,BST2,684
11534,LGMN,5641
11535,LAMTOR1,55004
11536,SRGN,5552
11537,GMFG,9535
11538,WBP1L,54838
11539,SLPI,6590
11540,KRTAP11-1,337880
11541,PLAAT4,5920
11542,STX10,8677
11543,KRTAP15-1,254950
11544,MICU1,10367
11545,CALCOCO1,57658
11546,ZFP41,286128
11547,ZDHHC24,254359
11548,ANO10,55129
11549,CPNE2,221184
11550,MAN2B2,23324
11551,S100A13,6284
11552,LYZ,4069
11553,TTYH3,80727
11554,IFI35,3430
11555,OAS1,4938
11556,MAGED2,10916
11557,CCDC69,26112
11558,TMEM115,11070
11559,GNPTG,84572
11560,FLYWCH2,114984
11561,DLX2,1746
11562,FAM102A,399665
11563,APH1B,83464
11564,FAM207A,85395
11565,BSCL2,26580
11566,ABCG1,9619
11567,AC113554.2,
11568,RETSAT,54884
11569,SIL1,64374
11570,TOR4A,54863
11571,INAVA,55765
11572,PYCARD,29108
11573,LRP10,26020
11574,ULK1,8408
11575,MCOLN1,57192
11576,SULT1B1,27284
11577,CHSY3,337876
11578,SBF1,6305
11579,NDST2,8509
11580,NDST4,64579
11581,SULT1E1,6783
11582,SULT1C3,442038
11583,NFATC4,4776
11584,SULT1C4,27233
11585,CHST6,4166
11586,HS3ST3B1,9953
11587,VSNL1,7447
11588,CHST5,23563
11589,SULT6B1,391365
11590,SCRG1,11341
11591,DIP2C,22982
11592,SULT1A1,6817
11593,BPNT1,10380
11594,HS3ST6,64711
11595,HS3ST4,9951
11596,HS3ST1,9957
11597,HS3ST3A1,9955
11598,SULT2A1,6822
11599,IFNAR2,3455
11600,ZBTB32,27033
11601,GAL3ST1,9514
11602,ADAM19,8728
11603,GAL3ST3,89792
11604,GAL3ST4,79690
11605,GCNT1,2650
11606,CFAP74,85452
11607,REG4,83998
11608,CLRN3,119467
11609,TMEM125,128218
11610,ZG16,653808
11611,ADTRP,84830
11612,ATAT1,79969
11613,GSTM2,2946
11614,SLC28A3,64078
11615,PCDH11X,27328
11616,MUC1,4582
11617,MUC7,4589
11618,MUC19,283463
11619,MUC17,140453
11620,MUC16,94025
11621,MUC15,143662
11622,MUC13,56667
11623,MUC12,10071
11624,LECT2,3950
11625,GPR15,2838
11626,CDH10,1008
11627,KYAT1,883
11628,GJA5,2702
11629,SLC17A4,10050
11630,F9,2158
11631,TEX13B,56156
11632,TM4SF4,7104
11633,SLC45A2,51151
11634,TRIM15,89870
11635,USP29,57663
11636,LBP,3929
11637,B3GNT3,10331
11638,IQCA1,79781
11639,EPS8L3,79574
11640,PROZ,8858
11641,GJD2,57369
11642,NHLH2,4808
11643,CA5A,763
11644,ASCL3,56676
11645,MUCL1,118430
11646,MUC3A,4584
11647,MUC3B,57876
11648,WDR78,79819
11649,NECTIN4,81607
11650,CDY1,9085
11651,CIDEC,63924
11652,PFKFB1,5207
11653,MMP8,4317
11654,DEFB126,81623
11655,KRT37,8688
11656,IL21,59067
11657,CNGB3,54714
11658,GP5,2814
11659,MASP2,10747
11660,PAX4,5078
11661,PCDHGA9,56107
11662,PKNOX2,63876
11663,YY2,404281
11664,SLC10A1,6554
11665,IL19,29949
11666,NEUROD4,58158
11667,LENEP,55891
11668,IL1RAPL1,11141
11669,DCPS,28960
11670,GCNT3,9245
11671,HAVCR1,26762
11672,MUC20,200958
11673,MUC21,394263
11674,C6orf15,29113
11675,CELA3A,10136
11676,OR1A2,26189
11677,FOXK1,221937
11678,TRIM31,11074
11679,SPRR1A,6698
11680,PLAC1,10761
11681,IL22RA1,58985
11682,MUC5B,727897
11683,PROX1,5629
11684,TMPRSS5,80975
11685,ARMC4,55130
11686,SIGLEC6,946
11687,GALNT10,55568
11688,ALG9,79796
11689,B3GNT7,93010
11690,DNAJC18,202052
11691,ST3GAL3,6487
11692,GLB1L2,89944
11693,CD226,10666
11694,CDC42SE1,56882
11695,CRTAM,56253
11696,CSF3R,1441
11697,MS4A4A,51338
11698,MAF,4094
11699,LILRB3,11025
11700,LILRB2,10288
11701,LILRB1,10859
11702,CCL22,6367
11703,GZMB,3002
11704,GZMH,2999
11705,SIRPB1,10326
11706,TNFRSF10C,8794
11707,CLEC5A,23601
11708,IGSF6,10261
11709,IL3RA,3563
11710,PRAM1,84106
11711,LSP1,4046
11712,MPO,4353
11713,IRF9,10379
11714,LILRA6,79168
11715,CFP,5199
11716,FCGR1A,2209
11717,GNLY,10578
11718,HLA-DRB5,3127
11719,CD300C,10871
11720,CD300A,11314
11721,CLEC10A,10462
11722,CD300LF,146722
11723,SH3BP2,6452
11724,APOBR,55911
11725,TNFSF8,944
11726,SLAMF8,56833
11727,SLAMF7,57823
11728,ALOX15,246
11729,IL18RAP,8807
11730,LILRB4,11006
11731,PDCD1LG2,80380
11732,AIM2,9447
11733,LILRA2,11027
11734,CLEC4A,50856
11735,CMKLR1,1240
11736,PLA2G7,7941
11737,CTSW,1521
11738,FCER2,2208
11739,CSF2RB,1439
11740,FCN1,2219
11741,LAIR1,3903
11742,ARHGAP9,64333
11743,CLEC7A,64581
11744,NFE2,4778
11745,HLA-DQB2,3120
11746,CTLA4,1493
11747,SLCO2B1,11309
11748,MYO1F,4542
11749,CD8B,926
11750,HLA-DOB,3112
11751,ADGRE1,2015
11752,ADGRE2,30817
11753,RGS1,5996
11754,S100A12,6283
11755,DPEP2,64174
11756,TFEC,22797
11757,CIITA,4261
11758,BEST1,7439
11759,NCF1,653361
11760,TNFAIP8L2,79626
11761,ICOS,29851
11762,RIN2,54453
11763,CLEC4E,26253
11764,C1QC,714
11765,DOK2,9046
11766,IL18R1,8809
11767,ABHD6,57406
11768,PARS2,25973
11769,ABHD12,26090
11770,DHTKD1,55526
11771,ARL2BP,23568
11772,MALSU1,115416
11773,SPG21,51324
11774,ABHD8,79575
11775,EPHX2,2053
11776,ABHD5,51099
11777,INPP5K,51763
11778,SERHL2,253190
11779,ZADH2,284273
11780,ABHD12B,145447
11781,NFS1,9054
11782,ANKRD52,283373
11783,HIBADH,11112
11784,LDAH,60526
11785,CHCHD4,131474
11786,RTN4IP1,84816
11787,ENOSF1,55556
11788,CISD3,284106
11789,IMMP1L,196294
11790,UQCC1,55245
11791,EPDR1,54749
11792,EPHX4,253152
11793,NDUFAF7,55471
11794,OXSM,54995
11795,HACL1,26061
11796,ABHD16B,140701
11797,ABHD16A,7920
11798,PDSS2,57107
11799,TRIM68,55128
11800,BPHL,670
11801,NIPSNAP1,8508
11802,GON7,84520
11803,CCNB1IP1,57820
11804,HDHD2,84064
11805,MGLL,11343
11806,C20orf194,25943
11807,MAGEF1,64110
11808,HSD17B8,7923
11809,MCEE,84693
11810,EFCAB7,84455
11811,ARMCX5,64860
11812,OSGEPL1,64172
11813,ANK3,288
11814,COQ5,84274
11815,COQ7,10229
11816,COQ3,51805
11817,OR8J1,219477
